dropout,ff_indep,twin_indep,adv_indep,ff_block,twin_block,adv_block
0.0,0.8156284101190615,0.793931411712481,-0.02169699840658046,0.8156284101190615,0.793931411712481,-0.02169699840658046
0.1,0.8114712652994053,0.7883971968070869,-0.02307406849231841,0.8006543709471452,0.7830486303284379,-0.017605740618707344
0.2,0.8075139357991783,0.7832973538182385,-0.02421658198093979,0.790064534240862,0.7729622110691096,-0.01710232317175242
0.3,0.8017557930528746,0.776255636739197,-0.025500156313677635,0.7738247913051278,0.7645762360920115,-0.009248555213116294
0.4,0.7961636745465359,0.7681651723061428,-0.02799850224039313,0.7589612587519768,0.7552648320535124,-0.0036964266984644834
0.7,0.7733191247246302,0.7382828971206146,-0.03503622760401559,0.712310369790221,0.7303771540916485,0.018066784301427496
0.85,0.7465672030949491,0.718650412383822,-0.02791679071112707,0.6704802193671101,0.7148133552446175,0.044333135877507424
