dropout,gbm_ff,gbm_nan,gbm_mean,twin,twin_minus_ff,twin_minus_nan
0.0,0.8156284101190615,0.8177046660758442,0.8156284101190615,0.793931411712481,-0.02169699840658046,-0.023773254363363194
0.05,0.8136619544780669,0.8156958697785669,0.812204511527924,0.791027462472357,-0.022634492005709883,-0.024668407306209894
0.1,0.8114712652994053,0.8141618106129792,0.8092648321859442,0.7883971968070869,-0.02307406849231841,-0.025764613805892345
0.2,0.8075139357991783,0.8106825400756309,0.8027466699138947,0.7832973538182385,-0.02421658198093979,-0.02738518625739239
0.3,0.8017557930528746,0.8057620075479068,0.7945898317621625,0.776255636739197,-0.025500156313677635,-0.02950637080870988
0.4,0.7961636745465359,0.7991642570699162,0.7852809108200672,0.7681651723061428,-0.02799850224039313,-0.030999084763773443
0.7,0.7733191247246302,0.7744779030464967,0.7527145386464268,0.7382828971206146,-0.03503622760401559,-0.036195005925882096
0.85,0.7465672030949491,0.7554205873103488,0.729927937673,0.718650412383822,-0.02791679071112707,-0.03677017492652679
