diff,boot_mean,lo95,hi95,excludes_zero,n_boot,comparison
-0.02169699840658046,-0.021747699430696592,-0.027292156820298667,-0.016190379676458228,True,2000,"monitor - GBM (Table 1, complete data)"
0.03475104674101215,0.03466911901662616,0.02629084569145677,0.04237928786882919,True,2000,monitor - current level (Table 1)
0.05644804514759261,0.05641681844732274,0.04977440007786995,0.06324220564771607,True,2000,GBM - current level (Table 1)
